DairyProduct_PackagingType,Quantity_Value,DairyProduct_IsInfantNutrition,SubBrandRu,Mass_Net,DairyProduct_ManufacturerTaxIdentifier,DairyProduct_IsUnderVeterinaryControl,DairyProduct_IsShelfLifeUpTo40Days,EnergyValueKJ,Manufacturer_Name,Provider_Name,Mass_Gross,GpcClass1,TnvedCode,Provider_GLN,GpcClass2,StorageConditions_ShelfLifeUnit,GpcClass3,DairyProduct_LabelName,EnergyValueKcal,AdditionalInfoRu,DairyProduct_ProteinContent,DairyProduct_FatContent,DairyProduct_PackagingMaterial,DairyProduct_ManufacturerCountry,Carbohydrates,DairyProduct_RawMaterialOrigin,StorageConditions_MaxRelativeHumidity,DairyProduct_IsMedicalOrSpecialDiet,StorageConditions_ShelfLife,DairyProduct_Type,StorageConditions_MaxStorageTemperature,BrandRu,FunctionNameRu,Protein,StorageConditions_MinStorageTemperature,GTIN,GpcClass4,StorageConditions_MinRelativeHumidity,Grease,Manufacturer_GLN,Quantity_Unit,ProductType
ПАКЕТ,1846,False,Фермерское,1818,123456789,True,False,294.66,Савушкин продукт,Савушкин продукт,1846,50000000,0401 20 110 9,4810000000001,50130000,D,50131700,"Слуцкий Фермерское Простокваша пастеризованное, массовая доля жира 3.45 %, полиэтиленовая пленка",87.55,Сравнение цельных интернет-компаний,3.6,3.45,LLDPE,112,9.07,КОРОВА,50,False,10,Простокваша,16,Слуцкий,Простокваша,2.21,10,481454974537359,10000025,47,3.89,4810000000001,ML,Consumer unit [CU]
ПАКЕТ,1039,False,Лактозафри,1021,123456789,True,False,379.74,Пружанский МЗ,Пружанский МЗ,1039,50000000,0401 20 110 9,4810000000018,50130000,D,50131700,"Пружанский Лактозафри Сметана пастеризованное, массовая доля жира 3.56 %, полиэтиленовая пленка",73.44,Продление сенсационных систем,3.4,3.56,LLDPE,112,1.89,КОРОВА,100,False,15,Сметана,15,Пружанский,Сметана,1.94,2,481326732361649,10000025,23,1.35,4810000000018,GR,Consumer unit [CU]
ТЕРМОУСАДОЧНАЯ/УСАДОЧНАЯ УПАКОВКА,1182,False,Фруктовое,1155,123456789,True,False,155.62,Слуцкий СК,Слуцкий СК,1182,50000000,0401 20 110 9,4810000000002,50130000,D,50131700,"ММЗ №1 Фруктовое Масло пастеризованное, массовая доля жира 2.73 %, полиэтиленовая пленка",71.92,Интеграция популярных платформ,1.38,2.73,LLDPE,112,1.56,КОРОВА,84,False,5,Масло,16,ММЗ №1,Масло,1.31,4,481601410460053,10000025,6,2.15,4810000000002,GR,Consumer unit [CU]
ТЕРМОУСАДОЧНАЯ/УСАДОЧНАЯ УПАКОВКА,1821,False,Фермерское,1785,123456789,False,False,373.47,Слуцкий СК,Слуцкий СК,1821,50000000,0401 20 110 9,4810000000002,50130000,D,50131700,"Молодечненский Фермерское Глазированные сырки пастеризованное, массовая доля жира 2.86 %, полиэтиленовая пленка",61.31,Модернизация надежных интернет-услуг,2.19,2.86,LLDPE,112,2.94,КОРОВА,67,False,23,Глазированные сырки,15,Молодечненский,Глазированные сырки,4.23,0,481114846705611,10000025,32,2.51,4810000000002,GR,Consumer unit [CU]
БУТЫЛКА,1858,False,Молочное,1831,123456789,False,False,150.82,Слуцкий СК,Слуцкий СК,1858,50000000,0401 20 110 9,4810000000002,50130000,D,50131700,"Слуцкий Молочное Кефир пастеризованное, массовая доля жира 4.32 %, полиэтиленовая пленка",74.63,Синхронизация популярных результатов,2.26,4.32,LLDPE,112,3.08,КОРОВА,55,False,23,Кефир,11,Слуцкий,Кефир,1.24,7,481989245700784,10000025,37,2.79,4810000000002,ML,Consumer unit [CU]
БУТЫЛКА,1018,False,Детское,991,123456789,True,False,369.72,Молочные горки,Молочные горки,1018,50000000,0401 20 110 9,4810000000017,50130000,D,50131700,"Глубокский Детское Простокваша пастеризованное, массовая доля жира 2.87 %, полиэтиленовая пленка",78.86,Управление безотказных интернет-компаний,3.85,2.87,LLDPE,112,5.22,КОРОВА,85,False,15,Простокваша,10,Глубокский,Простокваша,4.3,8,481270288748528,10000025,21,4.03,4810000000017,ML,Consumer unit [CU]
ПАКЕТ,1745,False,Фермерское,1726,123456789,True,True,158.88,Пружанский МЗ,Пружанский МЗ,1745,50000000,0401 20 110 9,4810000000018,50130000,D,50131700,"Бабушкина крынка Фермерское Сливки пастеризованное, массовая доля жира 2.76 %, полиэтиленовая пленка",78.41,Эксплуатация цельных инфраструктур,2.69,2.76,LLDPE,112,8.87,КОРОВА,96,False,6,Сливки,16,Бабушкина крынка,Сливки,2.6,1,481804293452075,10000025,26,2.94,4810000000018,ML,Consumer unit [CU]
ПАКЕТ,1550,False,Ягодное,1530,123456789,False,False,210.41,Лидский МКК,Лидский МКК,1550,50000000,0401 20 110 9,4810000000005,50130000,D,50131700,"Рогачевский Ягодное Сыр пастеризованное, массовая доля жира 1.69 %, полиэтиленовая пленка",99.11,Конструирование открытых каналов,3.72,1.69,LLDPE,112,6.82,КОРОВА,83,False,15,Сыр,20,Рогачевский,Сыр,2.82,3,481664506103208,10000025,0,3.63,4810000000005,GR,Consumer unit [CU]
ПАКЕТ,1459,False,Здоровое,1425,123456789,False,True,222.62,Здравушка-милк,Здравушка-милк,1459,50000000,0401 20 110 9,4810000000011,50130000,D,50131700,"Молочный гостинец Здоровое Молоко пастеризованное, массовая доля жира 1.2 %, полиэтиленовая пленка",69.18,Эксплуатация открытых схем,2.36,1.2,LLDPE,112,1.41,КОРОВА,85,False,9,Молоко,13,Молочный гостинец,Молоко,4.44,7,481854847385767,10000025,38,1.82,4810000000011,ML,Consumer unit [CU]
ПАКЕТ,1744,True,Детское,1723,123456789,True,False,351.9,Беллакт,Беллакт,1744,50000000,0401 20 110 9,4810000000008,50130000,D,50131700,"Молодечненский Детское Сливки пастеризованное, массовая доля жира 3.23 %, полиэтиленовая пленка",70.45,Синтез кроссплатформенных инфраструктур,1.73,3.23,LLDPE,112,1.95,КОРОВА,91,False,28,Сливки,19,Молодечненский,Сливки,2.63,0,481749428729887,10000025,12,3.02,4810000000008,ML,Consumer unit [CU]
БУТЫЛКА,1842,False,Эко,1805,123456789,True,False,368.44,Рогачевский МКК,Рогачевский МКК,1842,50000000,0401 20 110 9,4810000000007,50130000,D,50131700,"Рогачевский Эко Кефир пастеризованное, массовая доля жира 1.98 %, полиэтиленовая пленка",71.64,Использование наглядных платформ,1.93,1.98,LLDPE,112,1.45,КОРОВА,67,False,3,Кефир,17,Рогачевский,Кефир,4.12,1,481870868239981,10000025,46,3.39,4810000000007,ML,Consumer unit [CU]
БУТЫЛКА,1494,False,Натуральное,1472,123456789,True,False,221.38,Глубокский МКК,Глубокский МКК,1494,50000000,0401 20 110 9,4810000000014,50130000,D,50131700,"Молочный Мир Натуральное Молоко пастеризованное, массовая доля жира 4.99 %, полиэтиленовая пленка",93.57,Шкалирование богатых диапазонов,2.48,4.99,LLDPE,112,3.9,КОРОВА,55,False,14,Молоко,15,Молочный Мир,Молоко,1.79,2,481382449413136,10000025,36,3.41,4810000000014,ML,Consumer unit [CU]
БУТЫЛКА,1531,False,Детское,1500,123456789,False,False,327.28,Лидский МКК,Лидский МКК,1531,50000000,0401 20 110 9,4810000000005,50130000,D,50131700,"Пружанский Детское Кефир пастеризованное, массовая доля жира 3.46 %, полиэтиленовая пленка",83.76,Обеспечение надежных метрик,1.12,3.46,LLDPE,112,7.98,КОРОВА,93,False,19,Кефир,16,Пружанский,Кефир,4.64,1,481475248671494,10000025,45,4.39,4810000000005,ML,Consumer unit [CU]
ПАКЕТ,1441,False,Классическое,1415,123456789,False,False,198.46,Савушкин продукт,Савушкин продукт,1441,50000000,0401 20 110 9,4810000000001,50130000,D,50131700,"Милкавита Классическое Кефир пастеризованное, массовая доля жира 2.95 %, полиэтиленовая пленка",76.16,Оптимизация богатых схем,3.29,2.95,LLDPE,112,7.31,КОРОВА,72,False,15,Кефир,20,Милкавита,Кефир,3.28,9,481916641821890,10000025,11,2.05,4810000000001,ML,Consumer unit [CU]
ТЕРМОУСАДОЧНАЯ/УСАДОЧНАЯ УПАКОВКА,1433,False,Пробиотик,1412,123456789,False,False,180.18,Туровский МК,Туровский МК,1433,50000000,0401 20 110 9,4810000000009,50130000,D,50131700,"Молочные горки Пробиотик Сыр пастеризованное, массовая доля жира 3.69 %, полиэтиленовая пленка",45.16,Управление корпоративных порталов,3.19,3.69,LLDPE,112,9.48,КОРОВА,61,False,23,Сыр,17,Молочные горки,Сыр,3.73,10,481137028808254,10000025,37,2.57,4810000000009,GR,Consumer unit [CU]
ПАКЕТ,1903,False,Фермерское,1880,123456789,True,False,255.23,Кобринский МСЗ,Кобринский МСЗ,1903,50000000,0401 20 110 9,4810000000012,50130000,D,50131700,"Здравушка-милк Фермерское Сливки пастеризованное, массовая доля жира 3.58 %, полиэтиленовая пленка",45.83,Использование активных знаний,3.64,3.58,LLDPE,112,5.52,КОРОВА,53,False,14,Сливки,12,Здравушка-милк,Сливки,3.77,0,481453004438792,10000025,12,2.55,4810000000012,ML,Consumer unit [CU]
БУТЫЛКА,1990,False,Здоровое,1959,123456789,False,True,159.11,Лидский МКК,Лидский МКК,1990,50000000,0401 20 110 9,4810000000005,50130000,D,50131700,"Несвижский Здоровое Кефир пастеризованное, массовая доля жира 4.02 %, полиэтиленовая пленка",94.82,Адаптация индивидуальных отношений,4.17,4.02,LLDPE,112,3.46,КОРОВА,99,False,7,Кефир,17,Несвижский,Кефир,4.18,7,481759567181737,10000025,39,1.67,4810000000005,ML,Consumer unit [CU]
ТЕРМОУСАДОЧНАЯ/УСАДОЧНАЯ УПАКОВКА,1220,False,Молочное,1189,123456789,False,False,210.84,Туровский МК,Туровский МК,1220,50000000,0401 20 110 9,4810000000009,50130000,D,50131700,"Несвижский Молочное Глазированные сырки пастеризованное, массовая доля жира 2.46 %, полиэтиленовая пленка",80.64,Увеличение лучших в своём роде систем снабжения,1.1,2.46,LLDPE,112,7.89,КОРОВА,76,True,2,Глазированные сырки,17,Несвижский,Глазированные сырки,4.54,4,481930537055163,10000025,30,1.17,4810000000009,GR,Consumer unit [CU]
ПАКЕТ,1821,False,Легкое,1804,123456789,True,False,240.0,Бабушкина крынка,Бабушкина крынка,1821,50000000,0401 20 110 9,4810000000003,50130000,D,50131700,"Глубокский Легкое Сыр пастеризованное, массовая доля жира 4.07 %, полиэтиленовая пленка",95.31,Культивация прозрачных отношений,4.56,4.07,LLDPE,112,4.48,КОРОВА,63,False,15,Сыр,19,Глубокский,Сыр,3.8,6,481486280060126,10000025,25,2.5,4810000000003,GR,Consumer unit [CU]
ТЕРМОУСАДОЧНАЯ/УСАДОЧНАЯ УПАКОВКА,1172,False,Детское,1135,123456789,False,True,399.57,Савушкин продукт,Савушкин продукт,1172,50000000,0401 20 110 9,4810000000001,50130000,D,50131700,"Туровский Детское Творог пастеризованное, массовая доля жира 3.67 %, полиэтиленовая пленка",53.44,Итерация стратегических парадигм,2.31,3.67,LLDPE,112,8.31,КОРОВА,54,False,21,Творог,20,Туровский,Творог,3.67,1,481226055972673,10000025,6,1.28,4810000000001,GR,Consumer unit [CU]
ТЕРМОУСАДОЧНАЯ/УСАДОЧНАЯ УПАКОВКА,1341,False,Медовое,1304,123456789,False,False,153.99,Лидский МКК,Лидский МКК,1341,50000000,0401 20 110 9,4810000000005,50130000,D,50131700,"Верхнедвинский Медовое Масло пастеризованное, массовая доля жира 3.38 %, полиэтиленовая пленка",74.92,Перезагрузка онлайн и офлайн интерфейсов,1.92,3.38,LLDPE,112,5.77,КОРОВА,82,False,23,Масло,19,Верхнедвинский,Масло,4.75,8,481478094392151,10000025,6,4.11,4810000000005,GR,Consumer unit [CU]
БУТЫЛКА,1589,False,Медовое,1573,123456789,False,False,304.41,Калинковичский МК,Калинковичский МК,1589,50000000,0401 20 110 9,4810000000013,50130000,D,50131700,"Туровский Медовое Сливки пастеризованное, массовая доля жира 4.85 %, полиэтиленовая пленка",45.52,Координация заказных систем снабжения,4.62,4.85,LLDPE,112,7.52,КОРОВА,93,False,9,Сливки,11,Туровский,Сливки,4.53,1,481538111920412,10000025,38,4.86,4810000000013,ML,Consumer unit [CU]
ПАКЕТ,1787,True,Лактозафри,1749,123456789,True,False,204.24,Лидский МКК,Лидский МКК,1787,50000000,0401 20 110 9,4810000000005,50130000,D,50131700,"Бабушкина крынка Лактозафри Сливки пастеризованное, массовая доля жира 1.06 %, полиэтиленовая пленка",95.82,Генерация заказных сетей,1.43,1.06,LLDPE,112,7.31,КОРОВА,69,False,7,Сливки,15,Бабушкина крынка,Сливки,1.97,0,481190089653548,10000025,2,4.07,4810000000005,ML,Consumer unit [CU]
БУТЫЛКА,1071,False,Легкое,1046,123456789,False,False,348.58,Верхнедвинский МСЗ,Верхнедвинский МСЗ,1071,50000000,0401 20 110 9,4810000000020,50130000,D,50131700,"Молочный Мир Легкое Кефир пастеризованное, массовая доля жира 2.65 %, полиэтиленовая пленка",58.65,Включение индивидуальных аудиторий,1.25,2.65,LLDPE,112,4.75,КОРОВА,97,False,19,Кефир,11,Молочный Мир,Кефир,2.31,7,481650941133701,10000025,0,4.72,4810000000020,ML,Consumer unit [CU]
ТЕРМОУСАДОЧНАЯ/УСАДОЧНАЯ УПАКОВКА,1794,False,Лактозафри,1762,123456789,False,False,221.83,Молочный Мир,Молочный Мир,1794,50000000,0401 20 110 9,4810000000004,50130000,D,50131700,"Пружанский Лактозафри Масло пастеризованное, массовая доля жира 1.55 %, полиэтиленовая пленка",47.54,Синтез подробных инфопосредников,4.66,1.55,LLDPE,112,3.28,КОРОВА,77,False,15,Масло,13,Пружанский,Масло,1.28,6,481199227414108,10000025,41,3.42,4810000000004,GR,Consumer unit [CU]
ПАКЕТ,1247,False,Натуральное,1219,123456789,False,True,193.43,Несвижский завод детского питания,Несвижский завод детского питания,1247,50000000,0401 20 110 9,4810000000016,50130000,D,50131700,"Глубокский Натуральное Молоко пастеризованное, массовая доля жира 1.65 %, полиэтиленовая пленка",57.79,Модернизация стратегических инфопосредников,1.02,1.65,LLDPE,112,6.61,КОРОВА,80,True,5,Молоко,10,Глубокский,Молоко,4.67,4,481425555439935,10000025,38,3.01,4810000000016,ML,Consumer unit [CU]
ПАКЕТ,1029,False,Здоровое,1005,123456789,True,False,221.02,Бабушкина крынка,Бабушкина крынка,1029,50000000,0401 20 110 9,4810000000003,50130000,D,50131700,"Беллакт Здоровое Творог пастеризованное, массовая доля жира 3.59 %, полиэтиленовая пленка",57.66,Координация богатых сетей,1.24,3.59,LLDPE,112,2.96,КОРОВА,69,False,29,Творог,16,Беллакт,Творог,1.84,9,481175981125843,10000025,49,2.45,4810000000003,GR,Consumer unit [CU]
БАНКА НЕМЕТАЛЛИЧЕСКАЯ,1639,False,Фруктовое,1600,123456789,False,False,164.57,Слуцкий СК,Слуцкий СК,1639,50000000,0401 20 110 9,4810000000002,50130000,D,50131700,"Рогачевский Фруктовое Йогурт пастеризованное, массовая доля жира 1.68 %, полиэтиленовая пленка",68.35,Распределение виртуальных знаний,1.58,1.68,LLDPE,112,7.04,КОРОВА,72,False,19,Йогурт,11,Рогачевский,Йогурт,4.28,6,481709265215683,10000025,14,4.67,4810000000002,GR,Consumer unit [CU]
БАНКА НЕМЕТАЛЛИЧЕСКАЯ,1488,False,Йогуртовое,1457,123456789,False,False,379.71,Беллакт,Беллакт,1488,50000000,0401 20 110 9,4810000000008,50130000,D,50131700,"ММЗ №1 Йогуртовое Йогурт пастеризованное, массовая доля жира 3.15 %, полиэтиленовая пленка",50.47,Разворачивание расширяемых каналов,3.54,3.15,LLDPE,112,5.38,КОРОВА,65,False,16,Йогурт,11,ММЗ №1,Йогурт,3.89,6,481285817459650,10000025,27,1.32,4810000000008,GR,Consumer unit [CU]
ТЕРМОУСАДОЧНАЯ/УСАДОЧНАЯ УПАКОВКА,1550,False,Ягодное,1523,123456789,True,False,325.93,Здравушка-милк,Здравушка-милк,1550,50000000,0401 20 110 9,4810000000011,50130000,D,50131700,"Рогачевский Ягодное Глазированные сырки пастеризованное, массовая доля жира 1.44 %, полиэтиленовая пленка",49.83,Адаптация круглогодичных инфопосредников,3.33,1.44,LLDPE,112,1.66,КОРОВА,52,False,22,Глазированные сырки,19,Рогачевский,Глазированные сырки,4.37,1,481678744302883,10000025,29,4.0,4810000000011,GR,Consumer unit [CU]
ПАКЕТ,1287,False,Молочное,1248,123456789,False,False,276.95,Пружанский МЗ,Пружанский МЗ,1287,50000000,0401 20 110 9,4810000000018,50130000,D,50131700,"Молодечненский Молочное Масло пастеризованное, массовая доля жира 1.26 %, полиэтиленовая пленка",45.07,Монетизация концептуальных приложений,4.74,1.26,LLDPE,112,1.4,КОРОВА,98,False,12,Масло,18,Молодечненский,Масло,1.52,8,481916484853971,10000025,31,4.35,4810000000018,GR,Consumer unit [CU]
БУТЫЛКА,1795,False,Фермерское,1757,123456789,False,False,193.48,Туровский МК,Туровский МК,1795,50000000,0401 20 110 9,4810000000009,50130000,D,50131700,"Рогачевский Фермерское Сливки пастеризованное, массовая доля жира 4.5 %, полиэтиленовая пленка",75.4,Приспособление круглогодичных интернет-продавцов,2.16,4.5,LLDPE,112,5.5,КОРОВА,88,True,12,Сливки,20,Рогачевский,Сливки,3.17,6,481328670933463,10000025,26,1.07,4810000000009,ML,Consumer unit [CU]
БУТЫЛКА,1719,False,Натуральное,1699,123456789,True,False,364.15,Милкавита,Милкавита,1719,50000000,0401 20 110 9,4810000000010,50130000,D,50131700,"Рогачевский Натуральное Простокваша пастеризованное, массовая доля жира 2.54 %, полиэтиленовая пленка",40.52,Приспособление цельных инфопосредников,4.82,2.54,LLDPE,112,4.86,КОРОВА,95,False,27,Простокваша,15,Рогачевский,Простокваша,1.76,7,481442391407806,10000025,39,3.5,4810000000010,ML,Consumer unit [CU]
ТЕРМОУСАДОЧНАЯ/УСАДОЧНАЯ УПАКОВКА,1720,False,Йогуртовое,1680,123456789,True,False,237.4,Лидский МКК,Лидский МКК,1720,50000000,0401 20 110 9,4810000000005,50130000,D,50131700,"Бабушкина крынка Йогуртовое Сыр пастеризованное, массовая доля жира 1.86 %, полиэтиленовая пленка",74.51,Использование прибыльных пользователей,1.16,1.86,LLDPE,112,3.1,КОРОВА,53,False,20,Сыр,10,Бабушкина крынка,Сыр,4.12,3,481373113951182,10000025,41,1.13,4810000000005,GR,Consumer unit [CU]
ПАКЕТ,1784,False,Лактозафри,1766,123456789,False,False,253.61,Милкавита,Милкавита,1784,50000000,0401 20 110 9,4810000000010,50130000,D,50131700,"Пружанский Лактозафри Масло пастеризованное, массовая доля жира 2.11 %, полиэтиленовая пленка",74.36,Адаптация веб-ориентированных диапазонов,1.13,2.11,LLDPE,112,1.51,КОРОВА,52,False,28,Масло,11,Пружанский,Масло,1.14,10,481332656740830,10000025,17,2.91,4810000000010,GR,Consumer unit [CU]
ТЕРМОУСАДОЧНАЯ/УСАДОЧНАЯ УПАКОВКА,1204,False,Фитнес,1170,123456789,False,False,162.34,Молочный гостинец,Молочный гостинец,1204,50000000,0401 20 110 9,4810000000019,50130000,D,50131700,"Верхнедвинский Фитнес Сметана пастеризованное, массовая доля жира 3.27 %, полиэтиленовая пленка",41.11,Распределение богатых партнерств,4.21,3.27,LLDPE,112,6.43,КОРОВА,63,False,12,Сметана,18,Верхнедвинский,Сметана,4.94,6,481434048278440,10000025,2,4.08,4810000000019,GR,Consumer unit [CU]
ПАКЕТ,1248,False,Ягодное,1223,123456789,True,False,354.92,Милкавита,Милкавита,1248,50000000,0401 20 110 9,4810000000010,50130000,D,50131700,"Молочный гостинец Ягодное Молоко пастеризованное, массовая доля жира 2.5 %, полиэтиленовая пленка",59.18,Распределение притягательных метрик,3.22,2.5,LLDPE,112,9.36,КОРОВА,67,False,28,Молоко,20,Молочный гостинец,Молоко,1.65,9,481476750575955,10000025,39,3.37,4810000000010,ML,Consumer unit [CU]
ТЕРМОУСАДОЧНАЯ/УСАДОЧНАЯ УПАКОВКА,1960,False,Натуральное,1943,123456789,False,False,172.27,Калинковичский МК,Калинковичский МК,1960,50000000,0401 20 110 9,4810000000013,50130000,D,50131700,"Молочный Мир Натуральное Сыр пастеризованное, массовая доля жира 3.78 %, полиэтиленовая пленка",40.59,Инновация распространенных ниш,3.86,3.78,LLDPE,112,5.04,КОРОВА,58,False,17,Сыр,13,Молочный Мир,Сыр,3.18,1,481236819562634,10000025,33,3.76,4810000000013,GR,Consumer unit [CU]
БУТЫЛКА,1822,False,Здоровое,1787,123456789,False,False,315.05,Молодечненский МК,Молодечненский МК,1822,50000000,0401 20 110 9,4810000000015,50130000,D,50131700,"Рогачевский Здоровое Молоко пастеризованное, массовая доля жира 3.84 %, полиэтиленовая пленка",53.94,Производство сетевых действий,1.88,3.84,LLDPE,112,4.47,КОРОВА,97,False,3,Молоко,15,Рогачевский,Молоко,1.4,5,481316971510819,10000025,15,2.01,4810000000015,ML,Consumer unit [CU]
ПАКЕТ,1367,False,Фитнес,1333,123456789,True,True,194.32,Молочный гостинец,Молочный гостинец,1367,50000000,0401 20 110 9,4810000000019,50130000,D,50131700,"Беллакт Фитнес Сметана пастеризованное, массовая доля жира 2.73 %, полиэтиленовая пленка",97.15,Формирование надежных парадигм,1.11,2.73,LLDPE,112,4.0,КОРОВА,57,False,15,Сметана,16,Беллакт,Сметана,3.76,4,481604876448744,10000025,10,4.95,4810000000019,GR,Consumer unit [CU]
ТЕРМОУСАДОЧНАЯ/УСАДОЧНАЯ УПАКОВКА,2014,False,Пробиотик,1991,123456789,True,False,354.22,Несвижский завод детского питания,Несвижский завод детского питания,2014,50000000,0401 20 110 9,4810000000016,50130000,D,50131700,"Верхнедвинский Пробиотик Сыр пастеризованное, массовая доля жира 2.84 %, полиэтиленовая пленка",48.64,Шкалирование корпоративных сообществ,2.12,2.84,LLDPE,112,8.27,КОРОВА,92,False,18,Сыр,16,Верхнедвинский,Сыр,4.0,8,481850425189965,10000025,3,2.24,4810000000016,GR,Consumer unit [CU]
БУТЫЛКА,1304,False,Экстра,1284,123456789,False,True,252.73,Верхнедвинский МСЗ,Верхнедвинский МСЗ,1304,50000000,0401 20 110 9,4810000000020,50130000,D,50131700,"Туровский Экстра Кефир пастеризованное, массовая доля жира 3.7 %, полиэтиленовая пленка",41.08,Сравнение серверных сетей,4.96,3.7,LLDPE,112,8.45,КОРОВА,79,False,1,Кефир,20,Туровский,Кефир,2.38,7,481237435681073,10000025,39,2.79,4810000000020,ML,Consumer unit [CU]
ПАКЕТ,1654,False,Пробиотик,1636,123456789,True,False,339.51,Здравушка-милк,Здравушка-милк,1654,50000000,0401 20 110 9,4810000000011,50130000,D,50131700,"Милкавита Пробиотик Молоко пастеризованное, массовая доля жира 1.13 %, полиэтиленовая пленка",99.58,Инновация действенных ниш,2.91,1.13,LLDPE,112,9.72,КОРОВА,94,False,29,Молоко,14,Милкавита,Молоко,3.87,8,481456020364859,10000025,14,4.45,4810000000011,ML,Consumer unit [CU]
БАНКА НЕМЕТАЛЛИЧЕСКАЯ,1850,False,Премиум,1825,123456789,True,False,372.09,Бабушкина крынка,Бабушкина крынка,1850,50000000,0401 20 110 9,4810000000003,50130000,D,50131700,"Милкавита Премиум Йогурт пастеризованное, массовая доля жира 1.12 %, полиэтиленовая пленка",69.78,Сравнение прозрачных результатов,4.78,1.12,LLDPE,112,8.38,КОРОВА,86,True,17,Йогурт,20,Милкавита,Йогурт,1.14,4,481916634868866,10000025,41,1.17,4810000000003,GR,Consumer unit [CU]
ТЕРМОУСАДОЧНАЯ/УСАДОЧНАЯ УПАКОВКА,1350,False,Пробиотик,1315,123456789,False,False,214.78,Молочный Мир,Молочный Мир,1350,50000000,0401 20 110 9,4810000000004,50130000,D,50131700,"Верхнедвинский Пробиотик Сметана пастеризованное, массовая доля жира 2.67 %, полиэтиленовая пленка",74.08,Сравнение наглядных интернет-магазинов,4.52,2.67,LLDPE,112,3.45,КОРОВА,52,False,5,Сметана,13,Верхнедвинский,Сметана,1.49,4,481739730135725,10000025,50,2.56,4810000000004,GR,Consumer unit [CU]
ПАКЕТ,1141,False,Йогуртовое,1113,123456789,False,False,354.51,Туровский МК,Туровский МК,1141,50000000,0401 20 110 9,4810000000009,50130000,D,50131700,"Молочный гостинец Йогуртовое Глазированные сырки пастеризованное, массовая доля жира 1.59 %, полиэтиленовая пленка",57.92,Сравнение открытых пользователей,2.58,1.59,LLDPE,112,2.68,КОРОВА,53,False,2,Глазированные сырки,17,Молочный гостинец,Глазированные сырки,1.79,0,481562922320451,10000025,35,3.66,4810000000009,GR,Consumer unit [CU]
ПАКЕТ,1403,False,Сырое,1374,123456789,True,False,344.15,Кобринский МСЗ,Кобринский МСЗ,1403,50000000,0401 20 110 9,4810000000012,50130000,D,50131700,"Туровский Сырое Сливки пастеризованное, массовая доля жира 4.08 %, полиэтиленовая пленка",67.98,Преображение заказных отношений,4.25,4.08,LLDPE,112,3.04,КОРОВА,92,False,17,Сливки,17,Туровский,Сливки,1.21,8,481493431422460,10000025,23,4.03,4810000000012,ML,Consumer unit [CU]
ПАКЕТ,1272,False,Лактозафри,1256,123456789,True,True,252.49,Слуцкий СК,Слуцкий СК,1272,50000000,0401 20 110 9,4810000000002,50130000,D,50131700,"Кобринский Лактозафри Глазированные сырки пастеризованное, массовая доля жира 3.81 %, полиэтиленовая пленка",94.73,Ускорение сетевых диапазонов,4.05,3.81,LLDPE,112,7.62,КОРОВА,82,False,18,Глазированные сырки,14,Кобринский,Глазированные сырки,4.34,10,481377498044168,10000025,10,2.63,4810000000002,GR,Consumer unit [CU]
ПАКЕТ,1165,False,Пробиотик,1127,123456789,True,True,178.3,Верхнедвинский МСЗ,Верхнедвинский МСЗ,1165,50000000,0401 20 110 9,4810000000020,50130000,D,50131700,"Здравушка-милк Пробиотик Сливки пастеризованное, массовая доля жира 4.88 %, полиэтиленовая пленка",47.06,Освоение прибыльных сетей,2.55,4.88,LLDPE,112,5.11,КОРОВА,89,False,9,Сливки,17,Здравушка-милк,Сливки,3.04,7,481257079280428,10000025,38,4.93,4810000000020,ML,Consumer unit [CU]
ПАКЕТ,1102,False,Свежее,1080,123456789,False,False,313.69,Несвижский завод детского питания,Несвижский завод детского питания,1102,50000000,0401 20 110 9,4810000000016,50130000,D,50131700,"Глубокский Свежее Молоко пастеризованное, массовая доля жира 2.19 %, полиэтиленовая пленка",88.84,Эксплуатация корпоративных интернет-продавцов,1.04,2.19,LLDPE,112,7.53,КОРОВА,85,False,28,Молоко,12,Глубокский,Молоко,4.69,2,481417999547187,10000025,16,1.23,4810000000016,ML,Consumer unit [CU]
БУТЫЛКА,1356,False,Фитнес,1339,123456789,True,False,195.92,Слуцкий СК,Слуцкий СК,1356,50000000,0401 20 110 9,4810000000002,50130000,D,50131700,"Коровкино Фитнес Кефир пастеризованное, массовая доля жира 2.48 %, полиэтиленовая пленка",81.81,Адаптация действенных аудиторий,3.68,2.48,LLDPE,112,5.91,КОРОВА,55,False,5,Кефир,14,Коровкино,Кефир,2.17,10,481641468573021,10000025,4,1.42,4810000000002,ML,Consumer unit [CU]
БАНКА НЕМЕТАЛЛИЧЕСКАЯ,1566,True,Экстра,1528,123456789,False,True,388.42,Туровский МК,Туровский МК,1566,50000000,0401 20 110 9,4810000000009,50130000,D,50131700,"Лидский Экстра Йогурт пастеризованное, массовая доля жира 1.31 %, полиэтиленовая пленка",91.8,Охват круглосуточных интернет-компаний,1.75,1.31,LLDPE,112,4.6,КОРОВА,79,False,19,Йогурт,10,Лидский,Йогурт,3.2,2,481404444855284,10000025,23,4.59,4810000000009,GR,Consumer unit [CU]
